customer_tweet_id,customer_message,gold_intent,gold_route,annotator_notes,predicted_intent,decision,decision_reason,draft_reply
1592527,"[HANDLE] [HANDLE] Was about say not a big Baller with with [HANDLE] like [HANDLE], then this happened , right behind you [URL]",other_or_ambiguous,escalate,"Unclear content, includes a link with no explanation",other_or_ambiguous,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
2010781,[HANDLE] Overnight vouchers were just just rejected from the hotel. What the hell?,refund_or_payment,escalate,,refund_or_payment,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1998379,[HANDLE] How about some sort of refund? Now they're telling my family of 3 that we can't even sit together on the next flight y'all put us on.,refund_or_payment,escalate,,refund_or_payment,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
655148,I'd like to thank [HANDLE] for rebooking my Deltabusiness class ticket with an airline that has a substantially inferior business class.,booking_change_or_cancellation,escalate,,booking_change_or_cancellation,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1098018,[HANDLE] your new in-flight free text &amp; app messaging rocks 🙌🏻 thank you 💜,other_or_ambiguous,escalate,"Positive feedback, no request",other_or_ambiguous,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
281991,"[HANDLE] as a skymiles gold member, why can’t I select delta comfort seats that are available? Same day travel...",loyalty_or_account,escalate,,loyalty_or_account,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
2476545,"[HANDLE] Hi, I am flying with you in December, between Philadelphia and San Antonio, in Basic Economy. I see to be unable to add checked baggage to my booking; can you confirm that I can book this during check-in?",baggage_issue,escalate,,baggage_issue,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1850764,[HANDLE] Thanks for all the help with refund for in-laws &amp; disability assistance for my mom. Two good customer svc. experiences.,refund_or_payment,escalate,"Thank-you note, no active request",refund_or_payment,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1644470,[HANDLE] what are the chances flight 1155 gets cancelled completely?,flight_disruption_or_status,escalate,,flight_disruption_or_status,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
949771,[HANDLE] flying tomorrow and just checked in but my boarding pass doesn't show tsa Pre check and I hVe global entry. Help!,check_in_or_boarding,escalate,,check_in_or_boarding,auto_handle,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1308100,"[HANDLE] If I upgrade my seat to Comfort+ on a refundable fare, can I still cancel if it's over 24 hours and get a full refund on the upgrade?",refund_or_payment,escalate,,refund_or_payment,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
2360899,[HANDLE] need help rebooking. Plane broke after boarding now I’m in line and only 2 gate agents present and 150 people in line,booking_change_or_cancellation,escalate,,check_in_or_boarding,auto_handle,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1788822,"[HANDLE] got married, wife's skymiles # is in maiden name. Easiest way to change it?",loyalty_or_account,escalate,,loyalty_or_account,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
2421220,[HANDLE] pilot helps rampers off load bags after completing his post flight inspection.. #excellentcustomerservice #teamworkmakesthedreamwork [URL],other_or_ambiguous,escalate,"Positive feedback post, no request",baggage_issue,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
2397439,Hey [HANDLE] why don’t you take the $$ you charge for carry-on pets and donate it to [HANDLE]?? Actually put that overcharge to good use!,refund_or_payment,escalate,,refund_or_payment,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
2332104,[HANDLE] Still delayed.,flight_disruption_or_status,escalate,,flight_disruption_or_status,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
302693,Hey [HANDLE]! I called the #DiamondMedallionDesk and I get a “cannot complete your call” message. What’s up? 🤔,loyalty_or_account,escalate,,loyalty_or_account,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1898286,[HANDLE] another flight that the agent makes me check my bag saying it won’t fit but plenty of other suitcases my size are carried on board!!,baggage_issue,escalate,,baggage_issue,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1510965,[HANDLE] my first flight with you in status challenge is 4 hours delayed. likelihood of me sticking with y'all is getting slimmer by the minute...,flight_disruption_or_status,escalate,,flight_disruption_or_status,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1674268,[HANDLE] Refund me for the extra day of airport parking I'm going to incur and the day of work I'll miss,refund_or_payment,escalate,,refund_or_payment,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
790266,[HANDLE] It’s okay :) if we miss our flight I hope y’all will help to reschedule a new one 😉😘,booking_change_or_cancellation,escalate,,booking_change_or_cancellation,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
829578,Thank you for the voucher [HANDLE],refund_or_payment,escalate,"Thank-you note, no active request",refund_or_payment,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
338217,[HANDLE] It bothers me that you charge $29 for a minor to join you in the Delta Club. It is not like a minor should qualify for an American Express.,refund_or_payment,escalate,,refund_or_payment,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
924643,[HANDLE] charged me to get an assigned seat and check my bag. The airline reminds me UAL in the 90’s when they were hated.,baggage_issue,escalate,,refund_or_payment,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1340957,[HANDLE] my TSA pre check number is not on my boarding pass for my flight tomorrow? Any idea why? Thanks!,check_in_or_boarding,escalate,,check_in_or_boarding,auto_handle,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
608986,[HANDLE] yeah you just assumed again... you don't learn... I can read and tried the website and called and they lied and didn't apologize,other_or_ambiguous,escalate,"Vague, no specific topic stated",other_or_ambiguous,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
13243,[HANDLE] landed in PHL on flight 2097 this afternoon and just realized I left my Kindle in seat 3A. How do I find/claim it?,general_information,auto_handle,,general_information,auto_handle,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
714241,extremely disappointed with seat request and flight boarding/takeoff on [HANDLE] flight 3809,check_in_or_boarding,escalate,,check_in_or_boarding,auto_handle,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
233906,Impressed with [HANDLE]. I had a voucher in my maiden name (travel is not easy w/ name change) &amp; they gave me choice of gift card instead.,refund_or_payment,escalate,"Positive feedback, resolved issue",refund_or_payment,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1288393,[HANDLE] boarding process broken. Scanners don't work at DTW. Gate agent staring helplessly at screen. Please get this fixed.,check_in_or_boarding,escalate,,check_in_or_boarding,auto_handle,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1630586,[HANDLE] where can I provide feedback on a flight attendant I had today? Guy was exceptional and I want him to be recognized properly for his work and overall attitude.,general_information,auto_handle,,general_information,auto_handle,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
986833,[HANDLE] so on one of my flights it was over booked and my seat was given to someone else.,other_or_ambiguous,escalate,"Describes past event, no explicit request",other_or_ambiguous,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1344813,[HANDLE] I rebooked! Confirmation page states $0 USD charged but was re-sent an e-mail by Delta stating a charge of approx. $200pp. Help!?,refund_or_payment,escalate,,refund_or_payment,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
845994,"[HANDLE] was promised a refund and never got it. Delta agent was rude, repetitive and you now lost a loyal customer",refund_or_payment,escalate,,refund_or_payment,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1477666,Just called [HANDLE] to ask how 12status priority boarding works and the rep and her supervisor said they were unaware of what 12status is,loyalty_or_account,escalate,Unclear term ('12status'),check_in_or_boarding,auto_handle,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
2244187,[HANDLE] I won’t be able to make my flight next week. How do I cancel &amp; get a credit/voucher?,booking_change_or_cancellation,escalate,Also involves a refund/credit request,refund_or_payment,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1652135,[HANDLE] 2 hr hold time after flight from Newark delayed 3 1/2 hours? First time flying Delta. Will miss my connecting flight &amp; bday celeb.,flight_disruption_or_status,escalate,,flight_disruption_or_status,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
2070875,[HANDLE] I need to change my flight to Delta Comfort but there is no option under my flight status. Help!,booking_change_or_cancellation,escalate,,flight_disruption_or_status,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
2143799,Hello [HANDLE] - can you DM me for #5684 (OAK-LAX)? I'm still on BART &amp; few stops away (flight is boarding) - thank you,check_in_or_boarding,escalate,,check_in_or_boarding,auto_handle,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1309411,[HANDLE] How much does it cost to do a same day change on an award ticket?,booking_change_or_cancellation,escalate,,other_or_ambiguous,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1652129,"[HANDLE] a delay is one thing, screwing up the entire itinerary from original booking all the way thru return flight is another thing entirely.",flight_disruption_or_status,escalate,,flight_disruption_or_status,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
2077089,[HANDLE] Customer service was absolutely unhelpful in rebooking and accomodating us...PS this was travel w/ infant and a pregnant mother,booking_change_or_cancellation,escalate,,booking_change_or_cancellation,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
993485,Hi there [HANDLE] ! Just learned Wi-Fi doesn't work on the plane. Headed to SFO from ATL. I paid for WiFi. Please refund me. 😊 Thanks!,refund_or_payment,escalate,,refund_or_payment,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
717713,"[HANDLE] all good, thx!",other_or_ambiguous,escalate,"No request, closing remark",other_or_ambiguous,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
376668,[HANDLE] I have a flight tomorrow evening and I just got my known traveler number. Can I please add it to my reservation somehow?,booking_change_or_cancellation,escalate,,booking_change_or_cancellation,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1449429,"[HANDLE] you promised me a refund for my missed connection in ATL, and now I get an email saying you rescinded it? What gives? #BadService",refund_or_payment,escalate,,refund_or_payment,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
381503,[HANDLE] got this notice as I boarded. But no bag on the other side. What’s up? [URL],baggage_issue,escalate,,baggage_issue,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
628297,"If it wasn't for the free Chick-fil-a sandwiches, I would have been mad at [HANDLE] for the two and half hour delay. [URL]",flight_disruption_or_status,escalate,,flight_disruption_or_status,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
256116,"[HANDLE] Refund my money, get me my baggage, and let me change airlines so I can get home. #awfulcustomerservice",baggage_issue,escalate,Also requests a refund and an airline change,baggage_issue,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1870629,Hey [HANDLE] how many likes for a free flight home for christmas?,other_or_ambiguous,escalate,"Rhetorical/joking, not a genuine request",other_or_ambiguous,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
851421,Was looking 2remark on view of the sun ☀️ in my last tweet. Guess I couldn’t see the screen on my 📱 and tweeted prematurely Thanks [HANDLE] [URL],other_or_ambiguous,escalate,"Off-topic, unrelated to airline service",other_or_ambiguous,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
2258223,[HANDLE] I’m flying home (JFK-BRU). Why does the app ask me about return dates when trying to check-in?,check_in_or_boarding,escalate,,check_in_or_boarding,auto_handle,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1109586,"[HANDLE] I guess being a silver medallion doesn’t mean great customer support. After a delay &amp; a missed connection, your reps attitude... wow!",loyalty_or_account,escalate,,loyalty_or_account,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
904413,I could just smooch [HANDLE] on the mouth right now. My body and my baggage (checked and otherwise) got put on an earlier flight to LGA. #daymade,baggage_issue,escalate,,baggage_issue,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
1980649,"[HANDLE], its a 30 minute hold to change a reservation, so when you go online to do it, your site errors out. [URL]",booking_change_or_cancellation,escalate,,booking_change_or_cancellation,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
804114,"While I love my [HANDLE], super impressed with [HANDLE] app IRROPS rebooking and the beautiful SF Skyclub! #EXPlife #cheatingonAAtoday",booking_change_or_cancellation,escalate,Positive feedback,booking_change_or_cancellation,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
328832,[HANDLE] I got an email stating that I can change my flight due to me going to puertorico. when I try to change my flight it won't work online,booking_change_or_cancellation,escalate,,booking_change_or_cancellation,escalate,Simple baseline: fixed keyword rule.,Thank you for contacting Delta. A support specialist will review your request.
