customer_tweet_id,customer_message,gold_intent,gold_route,annotator_notes,predicted_intent,intent_confidence,decision,decision_reason,draft_reply,evidence_json
2036001,[HANDLE] if i need to link an existing ecredit # to my skymiles account do i have to do that over the phone or can we handle that here?,loyalty_or_account,escalate,,loyalty_or_account,0.8304,escalate,loyalty_or_account requires a human to verify trip-specific policy or account data.,"[HANDLE] Hi, Robert, I'd be happy to assist you. Can you provide your SkyMiles number and the ticket number via this link? *TRR [URL]","[{""source_customer_tweet_id"": ""2405587"", ""similar_customer_message"": ""[HANDLE] how do I add missing miles to my SkyMiles account?"", ""historical_reply"": ""[HANDLE] Hi, Robert, I'd be happy to assist you. Can you provide your SkyMiles number and the ticket number via this link? *TRR [URL]"", ""similarity"": 0.2333}, {""source_customer_tweet_id"": ""333311"", ""similar_customer_message"": ""[HANDLE] I already updated my Skymiles account info, which I had initially forgotten to do"", ""historical_reply"": ""[HANDLE] Does your name on your SkyMiles account and your 12status account match identically? *AJY"", ""similarity"": 0.2052}, {""source_customer_tweet_id"": ""822835"", ""similar_customer_message"": ""[HANDLE] I need to reset the email and pw for my Skymiles account. How do I do this?"", ""historical_reply"": ""[HANDLE] ...account to this link. *ACJ 2/2 [URL]"", ""similarity"": 0.1996}]"
1197907,[HANDLE] [HANDLE] definitely won't be flying with you again. How do I know you even have enough pilots/planes for the tickets I buy? Answer: I don't.,other_or_ambiguous,escalate,"Rhetorical complaint, no actionable request",other_or_ambiguous,0.2886,escalate,Intent confidence 0.29 is below the 0.70 auto-handle threshold.,[HANDLE] Thank you! *AMR,"[{""source_customer_tweet_id"": ""2313421"", ""similar_customer_message"": ""I still love [HANDLE] definitely won't be flying with anyone else. The safety of my child is important to me. We feel safe with Delta. \ud83e\udd17\ud83d\ude0d"", ""historical_reply"": ""[HANDLE] Thank you! *AMR"", ""similarity"": 0.2504}, {""source_customer_tweet_id"": ""1834994"", ""similar_customer_message"": ""I won't be flying [HANDLE] air anymore [URL]"", ""historical_reply"": ""[HANDLE] Our employees worldwide take great pride in Delta\u2019s longstanding support of the military. The respectful ceremony of the Delta Honor... 1/4"", ""similarity"": 0.2197}, {""source_customer_tweet_id"": ""102263"", ""similar_customer_message"": ""[HANDLE] Definitely is! \u2764\ufe0f"", ""historical_reply"": ""[HANDLE] Fantastic! Please enjoy. *TAS"", ""similarity"": 0.2103}]"
1769525,[HANDLE] I appreciate that very much. Is there info I should have ready when I give them a call?,other_or_ambiguous,escalate,References an unspecified prior conversation,other_or_ambiguous,0.775,escalate,Ambiguous request is outside the auto-handle policy.,[HANDLE] [HANDLE] Thanks for the shout-out! We're happy to hear that our staff took great care of you! ✈ *CKH,"[{""source_customer_tweet_id"": ""403152"", ""similar_customer_message"": ""[HANDLE] [HANDLE] give them money"", ""historical_reply"": ""[HANDLE] [HANDLE] Thanks for the shout-out! We're happy to hear that our staff took great care of you! \u2708 *CKH"", ""similarity"": 0.2742}, {""source_customer_tweet_id"": ""2140586"", ""similar_customer_message"": ""[HANDLE] Thanks, appreciate that."", ""historical_reply"": ""[HANDLE] You are very welcome. I am so sorry! *TMS"", ""similarity"": 0.2517}, {""source_customer_tweet_id"": ""1111735"", ""similar_customer_message"": ""[HANDLE] [HANDLE] That's very Cool PK"", ""historical_reply"": ""[HANDLE] Thanks for the shout-out! It was a pleasure to have you onboard. *TLT"", ""similarity"": 0.2358}]"
634209,[HANDLE] Are Medallion-qualifying MQM’s earned for flights purchased using miles?,loyalty_or_account,escalate,,loyalty_or_account,0.9834,escalate,loyalty_or_account requires a human to verify trip-specific policy or account data.,[HANDLE] `We certainly hate to loose you and I will surely pass the feedback to our Management Team Deborah. Thank you and have a great day. *HRO,"[{""source_customer_tweet_id"": ""620592"", ""similar_customer_message"": ""I thought [HANDLE] was trying to woo Seattle fliers but raising the diamond medallion qualifying dollars from $25K to $250K? Really? I\u2019m a million miler Diamond who will now fly #AlaskaAir instead. #Delta"", ""historical_reply"": ""[HANDLE] `We certainly hate to loose you and I will surely pass the feedback to our Management Team Deborah. Thank you and have a great day. *HRO"", ""similarity"": 0.1979}, {""source_customer_tweet_id"": ""779609"", ""similar_customer_message"": ""[HANDLE] I just earned gold medallion status. Doesn\u2019t it take effect immediately?"", ""historical_reply"": ""[HANDLE] Hi there. The update may take up to 24 hours to take effect. Congratulations on your new earned status!!! *ALA"", ""similarity"": 0.1275}, {""source_customer_tweet_id"": ""1807621"", ""similar_customer_message"": ""[HANDLE] I earned medallion status on my flight yesterday, but no upgrade list for my flight today! What\u2019s up with that?!?"", ""historical_reply"": ""[HANDLE] I'm very sorry, can you DM your SkyMiles # to the link provided? I will be glad to look into this. *TBT [URL]"", ""similarity"": 0.1124}]"
494353,"[HANDLE] you delayed my flight from SBN to MIA due 2 “tech” issue, but gave me an upgrade to FIRST. Please get your ✈️ checked!!",flight_disruption_or_status,escalate,,flight_disruption_or_status,0.8517,escalate,Historical resolution requires a private support interaction.,[HANDLE] I'm so sorry to hear that your trip isn't going as planned. Please DM me your confirmation and I'll look into it for you. *AMC,"[{""source_customer_tweet_id"": ""1791062"", ""similar_customer_message"": ""[HANDLE] you are the worst. I have been on hold for an hour because you delayed my flight 3 hours"", ""historical_reply"": ""[HANDLE] I'm so sorry to hear that your trip isn't going as planned. Please DM me your confirmation and I'll look into it for you. *AMC"", ""similarity"": 0.178}, {""source_customer_tweet_id"": ""366648"", ""similar_customer_message"": ""So [HANDLE] just delayed my flight back to ORL \ud83d\ude44"", ""historical_reply"": ""[HANDLE] Truly sorry to hear this. Please DM if assistance is needed. *HMB"", ""similarity"": 0.144}, {""source_customer_tweet_id"": ""1327141"", ""similar_customer_message"": ""C'monnnn [HANDLE]! You guys! You delayed my flight out of LA to ATL, gonna miss my presentation &amp; you couldn't rebook me in the same..."", ""historical_reply"": ""[HANDLE] [HANDLE] I'm sorry for the delay Seth. May I have your confirmation number? Please DM for privacy. *ALS"", ""similarity"": 0.1435}]"
2180944,"[HANDLE] any way you can get more people to the baggage check counter at Dulles? Airport is empty, but there are 20 people in line because there is only one agent working.",baggage_issue,escalate,,baggage_issue,0.8693,escalate,baggage_issue requires a human to verify trip-specific policy or account data.,"[HANDLE] Hello, Hannah. Sorry to hear about your disappointment. We try our very best to attend all of our passengers as fast as we can. We recommend to all of our passengers to be at the airport at least 2 hours for domestic flights and 3 hours for international trips. Please... 1/2","[{""source_customer_tweet_id"": ""152351"", ""similar_customer_message"": ""I have been waiting at the [HANDLE] baggage drop in an unmoving line for 15 minutes. There are eight stations available and there is only ONE woman working the Sky Priority line. I\u2019ve missed flights before bc of this."", ""historical_reply"": ""[HANDLE] Hello, Hannah. Sorry to hear about your disappointment. We try our very best to attend all of our passengers as fast as we can. We recommend to all of our passengers to be at the airport at least 2 hours for domestic flights and 3 hours for international trips. Please... 1/2"", ""similarity"": 0.1793}, {""source_customer_tweet_id"": ""2223481"", ""similar_customer_message"": ""Hey [HANDLE] you\u2019ve got one guy working a baggage check with a line currently 50 deep. Promote him and get a few more people here. #figureitout [URL]"", ""historical_reply"": ""[HANDLE] Thank you for taking the time to provide your feedback. It is greatly appreciated. We should have you on your way shortly. Thank you for your patience. *ATJ"", ""similarity"": 0.1757}, {""source_customer_tweet_id"": ""1489841"", ""similar_customer_message"": ""[HANDLE] no sense. 20+ people in sky priority need check bags over 20 in baggage drop and only 2 people and no movement? LGA TermC fail."", ""historical_reply"": ""[HANDLE] Hi Richard, I am terribly sorry for the inconvenience, more help should be on the way soon. We appreciate your patience. *HSD"", ""similarity"": 0.175}]"
982159,"[HANDLE] sorry, reservation is G8J4BZ. Please help.Thanks",booking_change_or_cancellation,escalate,Only a reservation code given; specific need unstated,booking_change_or_cancellation,0.9377,escalate,booking_change_or_cancellation requires a human to verify trip-specific policy or account data.,[HANDLE] Hello! Please follow/DM here with the confirmation number and the infants name and date of birth for assistance. *ACJ [URL],"[{""source_customer_tweet_id"": ""1384719"", ""similar_customer_message"": ""Also having to call to add an infant a reservation is time consuming [HANDLE]."", ""historical_reply"": ""[HANDLE] Hello! Please follow/DM here with the confirmation number and the infants name and date of birth for assistance. *ACJ [URL]"", ""similarity"": 0.2379}, {""source_customer_tweet_id"": ""1232508"", ""similar_customer_message"": ""[HANDLE] I called last week about other flight options but didn't change it and now my existing reservation is missing. Help!"", ""historical_reply"": ""[HANDLE] Oh no! Let's see what's going on. Please use the link to provide your confirm #. *ABN [URL]"", ""similarity"": 0.1912}, {""source_customer_tweet_id"": ""1741953"", ""similar_customer_message"": ""[HANDLE] I can\u2019t find where to add these information in my online reservation. Is it online?"", ""historical_reply"": ""[HANDLE] ...name and birthdate. *HDV 2/2"", ""similarity"": 0.1889}]"
322704,"[HANDLE] Sadly, nobody seems to be able to fix the Sky Priority security lane issue described above. Ridiculously frustrating.",other_or_ambiguous,escalate,References an issue 'described above' not included here,other_or_ambiguous,0.5686,escalate,Intent confidence 0.57 is below the 0.70 auto-handle threshold.,[HANDLE] This isn't something that would be printed on your ticket. You would need to speak with a Delta agent to see if the lane is open. *HSL,"[{""source_customer_tweet_id"": ""292951"", ""similar_customer_message"": ""[HANDLE] Yes but my printed ticket won't even give me access to Sky Priority Lanes. And nobody is evrrr able to fix my problem!!!!"", ""historical_reply"": ""[HANDLE] This isn't something that would be printed on your ticket. You would need to speak with a Delta agent to see if the lane is open. *HSL"", ""similarity"": 0.2357}, {""source_customer_tweet_id"": ""1343288"", ""similar_customer_message"": ""[HANDLE] why does Hartsield Jackson have the worst line for Sky Priority? S. Terminal 1 lane open for both Sky &amp; Clear. Reg security has 2!"", ""historical_reply"": ""[HANDLE] I am not sure. My apologies for the long line. Please feel free to reach out to [HANDLE]. *HPL"", ""similarity"": 0.2121}, {""source_customer_tweet_id"": ""2140621"", ""similar_customer_message"": ""If [HANDLE] actually values their frequent travelers why is the sky priority lane at SFO ALWAYS understaffed?"", ""historical_reply"": ""[HANDLE] ...sure to share your comments with the station manager. *HEC 2/2"", ""similarity"": 0.2053}]"
1028727,[HANDLE] Could you clarify why a Medallion wouldn’t be upgraded to C+ when there were at least 4 open seats in that cabin?,loyalty_or_account,escalate,,loyalty_or_account,0.5954,escalate,loyalty_or_account requires a human to verify trip-specific policy or account data.,[HANDLE] Hi Kristi! I am so sorry you didn't get your upgrade. Please speak with the gate agent and they should be able to assist you. *TMC,"[{""source_customer_tweet_id"": ""1822063"", ""similar_customer_message"": ""[HANDLE] why no medallion upgrades when there are when there are comfort plus seats open? Unhappy medallion customer [URL]"", ""historical_reply"": ""[HANDLE] Hi Kristi! I am so sorry you didn't get your upgrade. Please speak with the gate agent and they should be able to assist you. *TMC"", ""similarity"": 0.1864}, {""source_customer_tweet_id"": ""1774134"", ""similar_customer_message"": ""[HANDLE] love you. but how come I wasn\u2019t upgraded to comfort+ last night? lots of open seats. Probably an oversight for this gold medallion"", ""historical_reply"": ""[HANDLE] My sincere apologies for that ! Did you try to reach out to any of the gate agents on the issue? *TDL"", ""similarity"": 0.1794}, {""source_customer_tweet_id"": ""2232422"", ""similar_customer_message"": ""[HANDLE] You show 2 open seats in #Deltaone but you won\u2019t clear a mileage upgrade for a Gold Medallion who will be Platinum today. Not impressed .. \ud83d\ude1e"", ""historical_reply"": ""[HANDLE] Hi, Michelle. I'd be happy to take a look into this for you. Could you please share your confirmation number using the link below for review? *AFN [URL]"", ""similarity"": 0.1568}]"
2484644,[HANDLE] help! I misspelled my husband's name when booking a trip for tomorrow. How can I fix this?,booking_change_or_cancellation,escalate,,booking_change_or_cancellation,0.8984,escalate,booking_change_or_cancellation requires a human to verify trip-specific policy or account data.,[HANDLE] Hi there. Did you misspell the last name or is it just the wrong last name? *HSD,"[{""source_customer_tweet_id"": ""1873582"", ""similar_customer_message"": ""[HANDLE] I entered the incorrect last name when booking a trip..how do I go about fixing that?.."", ""historical_reply"": ""[HANDLE] Hi there. Did you misspell the last name or is it just the wrong last name? *HSD"", ""similarity"": 0.3347}, {""source_customer_tweet_id"": ""378563"", ""similar_customer_message"": ""[HANDLE] My husband left out a letter in my middle name when booking our flight to Cancun how can I correct this?"", ""historical_reply"": ""[HANDLE] Could you please follow/DM your confirmation number so I can have more details? *AMV [URL]"", ""similarity"": 0.3334}, {""source_customer_tweet_id"": ""1707142"", ""similar_customer_message"": ""[HANDLE] when booking a trip using miles do you acrew MQMs?"", ""historical_reply"": ""[HANDLE] You would not accrue miles on a mileage ticket. Sorry to dissapoint. *HDV"", ""similarity"": 0.2726}]"
2228065,So frustrating. Planning trip to Cancun and Delta wont upgrade my GF. Using 65k points per ticket and a gold medallion status. Bunch of BS because I am flying from Cleveland and meeting up in Atl. Too many strings to using reward tickets.....move to United😬[HANDLE],loyalty_or_account,escalate,,loyalty_or_account,0.7659,escalate,loyalty_or_account requires a human to verify trip-specific policy or account data.,"[HANDLE] [HANDLE] Logan, I am so sorry to hear you feel that way. Please let me know if there is anything I can do to assist. *HPL","[{""source_customer_tweet_id"": ""2271200"", ""similar_customer_message"": ""[HANDLE] how do you transfer medallion status and miles from [HANDLE] to united?"", ""historical_reply"": ""[HANDLE] [HANDLE] Logan, I am so sorry to hear you feel that way. Please let me know if there is anything I can do to assist. *HPL"", ""similarity"": 0.1889}, {""source_customer_tweet_id"": ""812307"", ""similar_customer_message"": ""[HANDLE] - would one lose their Gold Medallion status for this? Asking for a friend."", ""historical_reply"": ""[HANDLE] Can you please clarify on the question? Lose their Gold Medallion status on what? *TDH"", ""similarity"": 0.1357}, {""source_customer_tweet_id"": ""779609"", ""similar_customer_message"": ""[HANDLE] I just earned gold medallion status. Doesn\u2019t it take effect immediately?"", ""historical_reply"": ""[HANDLE] Hi there. The update may take up to 24 hours to take effect. Congratulations on your new earned status!!! *ALA"", ""similarity"": 0.1321}]"
2480702,Really wish [HANDLE] would stop hanging up on me when trying to discuss a refund due to their cancelled flights.,refund_or_payment,escalate,,refund_or_payment,0.6264,escalate,refund_or_payment requires a human to verify trip-specific policy or account data.,[HANDLE] You may check your refund status via this link: [URL] *HRS,"[{""source_customer_tweet_id"": ""1241871"", ""similar_customer_message"": ""How long does a refund due to bereavement typically take? [HANDLE]"", ""historical_reply"": ""[HANDLE] You may check your refund status via this link: [URL] *HRS"", ""similarity"": 0.2082}, {""source_customer_tweet_id"": ""1029023"", ""similar_customer_message"": ""[HANDLE] on 2 hour hold to refund first class sky reward booking due to change in work plans; waited and rep hung up on me, what's my status?"", ""historical_reply"": ""[HANDLE] Our apologies for the long hold, Meggie. Please DM us your confirmation number so we can check on this for you. *ALA"", ""similarity"": 0.1524}, {""source_customer_tweet_id"": ""790274"", ""similar_customer_message"": ""[HANDLE] Need help w/ airline/ticket refund due to cancellation of cruise out of SJU due to Hurricane Maria in PR. How do I proceed?"", ""historical_reply"": ""[HANDLE] Please DM your ticket #. Thanks. *TMA [URL]"", ""similarity"": 0.1465}]"
1227380,Thanks [HANDLE] for the 2.5 hour delay causing me to get in at 1:30 am when I have to be to work super early. Appreciate it!!,flight_disruption_or_status,escalate,,flight_disruption_or_status,0.8494,auto_handle,"High-confidence, non-transactional request with a similar historical resolution.","[HANDLE] ...assistance, please let us know. *HJB 2/2","[{""source_customer_tweet_id"": ""994612"", ""similar_customer_message"": ""[HANDLE] thanks for the 4 hour delay.....and then this [URL]"", ""historical_reply"": ""[HANDLE] ...assistance, please let us know. *HJB 2/2"", ""similarity"": 0.2397}, {""source_customer_tweet_id"": ""798146"", ""similar_customer_message"": ""[HANDLE] [HANDLE], Great, please compensate for the 4+ hour delay in LAX without meals."", ""historical_reply"": ""[HANDLE] Pls follow/DM your confirmation code or tkt # to better assist. *TKR"", ""similarity"": 0.1879}, {""source_customer_tweet_id"": ""1093407"", ""similar_customer_message"": ""Thank You [HANDLE] for the #upgrade to #comfort after the 4 Hour delay. #classy \ud83d\udc4d\ud83c\udffc\u2708\ufe0f #GlobalNomad #frequentflyer #RoadWarrior [URL]"", ""historical_reply"": ""[HANDLE] Thanks for choosing us for your travels, Wendy. :-) *AAB"", ""similarity"": 0.1855}]"
